eNodeB Name,Integrity,RRC Setup Success Ratio_LTE(%),RRC Setup Success Ratio_NOM_LTE(number),RRC Setup Success Ratio_DENOM_LTE(number),E-RAB Setup Success Ratio_LTE(%),E-RAB Setup Success Ratio_NOM_LTE(number),E-RAB Setup Success Ratio (Denom),E-RAB Drop Ratio_LTE(%),E-RAB Drop Ratio_NOM_LTE(number),E-RAB Drop Ratio_DENOM_LTE(number),Intra-eNB Handover Success Ratio_LTE(%),Intra-eNB Handover Success Ratio_NOM_LTE(number),Intra-eNB Handover Success Ratio_DENOM_LTE(number),Inter-eNB HO Success Ratio (X2-Based)_new_LTE(%),Inter-eNB HO Success Ratio (X2-Based)_new_NOM_LTE(number),Inter-eNB HO Success Ratio (X2-Based)_new_DENOM_LTE(number),Inter-RAT HO Success Ratio %,Inter-RAT HO Success Ratio (Nom),Inter-RAT HO Success Ratio (Denom)(number),IRAT Redir Success Rate_LTE(%),IRAT Redir Success Rate_NOM_LTE(number),IRAT Redir Success Rate_DENOM_LTE(number),CSFB Prepare Success Rate_LTE(number),CSFB Prepare Success Rate_NOM_LTE(number),CSFB Prepare Success Rate_DENOM_LTE(number),CSFB execution ratio_LTE(%),CSFB execution ratio_NOM_LTE(number),CSFB execution ratio_DENOM_LTE(number),CSFB SR v7.0_LTE(%),CSFB SR v7.0_NOM_LTE(number),CSFB SR v7.0_DENOM_LTE(number),S1 Signaling Success Ratio_LTE(%),S1 Signaling Success Ratio_NOM_LTE(number),S1 Signaling Success Ratio_DENOM_LTE(number),Packet Delay Budget (UE to PGW),Packet Delay Budget (UE to PGW) (Nom)(number),Packet Delay Budget (UE to PGW) (Denom)(number),Packet Delay Budget QCI1_QCI5_LTE(ms),Packet Delay Budget QCI1_QCI5 (Nom)(number),Packet Delay Budget QCI1_QCI5 (Denom)(number),Packet Loss-DL_LTE(%),Packet Loss-DL (Nom)(number),Packet Loss-DL (Denom)(number),MS_L2W CSFB Prepare SR(%),MS_L2W CSFB Prepare SR_NOM(number),MS_L2W CSFB Prepare SR_DENOM(number),MS_L2W CSFB Execution SR(%),MS_L2W CSFB Execution SR_NOM(number),MS_L2W CSFB Execution SR_DENOM(number),Maximum eNodeB RB utilization DL_LTE(%),Average eNodeB RB utilization UL_LTE(%),dl_avg,ul_avg,dl_peak,ul_peak,MS_RTWP(dBm),RTWP_LTE(dB),RTWP(dBm0),Duration of Cell Unavailability_LTE(s),L.Cell.Avail.Dur(s),MS_Radio Network Availability Rate (LTE)(%),Volume Traffic DL (MB)(MB),MS_Volume Traffic UL (MB)(MB),Total Traffic_LTE(MB),MS_PI_L.Traffic.User.Max(MAX)(number),MS_Number of CSFB-based blind redirections from E-UTRAN to GERAN(number),MS_Number of CSFB-based blind redirections from E-UTRAN to WCDMA(number),MS_CSFB to UMTS Times(times)(times),MS_CSFB to GSM Times(times)(times),MS_L.RRCRedirection.E2W.CSFB(number),MS_PI_L.Traffic.User.Avg(SUM)(number),MS_PI_L.Traffic.User.Max(SUM)(number),MS_L.Traffic.User.DLData.Avg(number),MS_L.traffic.User.ULData.Avg(number),MS_L.Traffic.ActiveUser.Avg(number),MS_L.Traffic.ActiveUser.Max(number),MS_RBLER-DL(%),MS_PI_L.Traffic.User.Avg(AVG)(number),Maximum eNodeB RB utilization DL (Nom)(number),Maximum eNodeB RB utilization DL (Denom)(number),Average eNodeB RB utilization UL (Nom)(number),Average eNodeB RB utilization UL (Denom)(number),Radio Network Availability Rate (LTE) (Nom)(number),Radio Network Availability Rate (LTE) (Denom)(number),MS_Average PDCP Layer Active Cell Throughput DL(number),MS_Average PDCP Layer Active Cell Throughput DL_NOM(number),MS_Average PDCP Layer Active Cell Throughput DL_DENOM(number),MS_Average PDCP Layer Active Cell Throughput UL(number),MS_Average PDCP Layer Active Cell Throughput UL_NOM(number),MS_Average PDCP Layer Active Cell Throughput UL_DENOM(number),MS_Duration of Cell Unavailability(s),MS_UL Packet Loss Rate(%),MS_UL Packet Loss Rate_NOM(number),MS_UL Packet Loss Rate_DENOM(number),MS_RBLER-DL_NOM(number),MS_RBLER-DL_DENOM(number),MS_Inter-RAT HO Success Ratio(%),MS_Inter-RAT HO Success Ratio_DENOM(number),MS_Inter-RAT HO Success Ratio_NOM(number)
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,882.0,882.0,99.8886,897.0,898.0,0.0,0.0,878.0,100.0,81.0,81.0,98.2456,56.0,57.0,0.0,0.0,0.0,100.0,93.0,93.0,100.0,18.0,18.0,100.0,18.0,18.0,100.0,18.0,18.0,99.7137,1045.0,1048.0,11.1663,760234.0,68083.0,0.0,0.0,68083.0,0.0,0.0,68170.0,100.0,0.0,0.0,100.0,0.0,0.0,4.1488,11.4459,10.6714,1.1092,9.0245,2.4746,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,63.8063,9.6108,73.4171,11.0,0.0,0.0,18.0,0.0,18.0,5.9403,23.0,1.0556,1.8555,0.0,7.0,0.1107,1.9801,1.0372,25.0,2.8615,25.0,10800.0,10800.0,8686.7964,535245648.0,61616.0,1036.2758,80621224.0,77799.0,0.0,0.0,50.0,74404.0,141.0,127340.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1319.0,1319.0,99.9271,1371.0,1372.0,0.1476,2.0,1355.0,100.0,177.0,177.0,99.2,124.0,125.0,0.0,0.0,0.0,100.0,196.0,196.0,100.0,4.0,4.0,100.0,4.0,4.0,100.0,4.0,4.0,100.0,1620.0,1620.0,50.1328,11266945.0,224742.0,0.0,0.0,224742.0,0.0,1.0,225212.0,100.0,0.0,0.0,100.0,0.0,0.0,5.7692,12.3485,10.5844,0.9781,17.226,0.8957,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,244.3044,20.4515,264.7558,10.0,0.0,0.0,4.0,0.0,4.0,9.9864,26.0,2.055,3.0753,0.0,10.0,0.0913,3.3288,1.4423,25.0,3.0871,25.0,10800.0,10800.0,9662.4805,2049373464.0,212096.0,992.5103,171559368.0,172854.0,0.0,0.0,79.0,214866.0,297.0,325383.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1148.0,1148.0,100.0,1193.0,1193.0,0.2502,3.0,1199.0,100.0,307.0,307.0,100.0,107.0,107.0,0.0,0.0,0.0,100.0,188.0,188.0,100.0,11.0,11.0,100.0,11.0,11.0,100.0,11.0,11.0,99.9304,1435.0,1436.0,23.6479,7470076.0,315887.0,0.0,0.0,315887.0,0.0,2.0,316492.0,100.0,0.0,0.0,100.0,0.0,0.0,6.881,13.1901,9.0914,0.9115,15.1184,1.6424,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,318.761,35.5661,354.3271,11.0,0.0,0.0,11.0,0.0,11.0,11.4011,27.0,3.38,4.7092,0.0,10.0,0.0662,3.8004,1.7203,25.0,3.2975,25.0,10800.0,10800.0,8204.7754,2673960920.0,325903.0,927.4716,298350000.0,321681.0,0.0,0.0,858.0,302230.0,313.0,472649.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1290.0,1290.0,99.9249,1330.0,1331.0,0.1505,2.0,1329.0,100.0,418.0,418.0,99.3007,142.0,143.0,0.0,0.0,0.0,100.0,209.0,209.0,100.0,12.0,12.0,100.0,12.0,12.0,100.0,12.0,12.0,99.8752,1601.0,1603.0,38.7007,17416802.0,450039.0,0.0,0.0,450039.0,0.0,2.0,450868.0,100.0,0.0,0.0,100.0,0.0,0.0,7.9371,13.2312,9.2521,0.9501,15.4346,5.968,-118.0,-118.0,-118.0,0.0,10800.0,100.0,449.5232,37.4697,486.9929,13.0,0.0,0.0,12.0,0.0,12.0,11.4714,31.0,3.3992,4.272,0.0,10.0,0.0793,3.8238,1.9843,25.0,3.3078,25.0,10800.0,10800.0,8793.4204,3770873688.0,428829.0,954.1295,314318896.0,329430.0,0.0,0.0,189.0,384579.0,455.0,573878.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.8416,1261.0,1263.0,100.0,1300.0,1300.0,0.0,0.0,1297.0,100.0,365.0,365.0,99.187,122.0,123.0,0.0,0.0,0.0,100.0,277.0,277.0,100.0,20.0,20.0,95.0,19.0,20.0,95.0,19.0,20.0,99.9373,1595.0,1596.0,13.404,4404165.0,328572.0,0.0,0.0,328572.0,0.0,0.0,329144.0,100.0,0.0,0.0,100.0,0.0,0.0,7.0194,13.0974,9.2697,0.9273,11.046,2.7503,-118.0,-118.0,-118.0,0.0,10800.0,100.0,339.7959,33.5302,373.3261,12.0,0.0,0.0,19.0,0.0,19.0,10.8131,26.0,3.2275,3.9553,0.0,10.0,0.1064,3.6044,1.7548,25.0,3.2744,25.0,10800.0,10800.0,8688.8317,2850414680.0,328055.0,947.7579,281271792.0,296776.0,0.0,0.0,43.0,309660.0,497.0,467221.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.8635,1463.0,1465.0,99.9343,1520.0,1521.0,0.394,6.0,1523.0,99.8761,806.0,807.0,98.125,157.0,160.0,0.0,0.0,0.0,100.0,260.0,260.0,94.1176,16.0,17.0,100.0,16.0,16.0,94.1176,16.0,17.0,99.8906,1826.0,1828.0,24.2359,9113354.0,376026.0,0.0,0.0,376026.0,0.0,4.0,377012.0,100.0,0.0,0.0,100.0,0.0,0.0,8.2538,13.9047,6.515,1.1708,14.209,9.0817,-118.0,-118.0,-118.0,0.0,10785.0,100.0,367.5347,54.5516,422.0864,15.0,0.0,0.0,16.0,0.0,16.0,13.9883,36.0,4.5478,5.5322,0.0,12.0,0.1523,4.6628,2.0635,25.0,3.4762,25.0,10785.0,10785.0,6792.6705,3083104848.0,453887.0,1135.9904,457612136.0,402831.0,0.0,0.0,376.0,364888.0,977.0,641696.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.837,1225.0,1227.0,99.8445,1284.0,1286.0,0.0786,1.0,1272.0,99.9144,1167.0,1168.0,99.3631,156.0,157.0,0.0,0.0,0.0,100.0,217.0,217.0,100.0,14.0,14.0,100.0,14.0,14.0,100.0,14.0,14.0,99.8087,1565.0,1568.0,13.2133,2572110.0,194660.0,0.0,0.0,194660.0,0.0,0.0,195450.0,100.0,0.0,0.0,100.0,0.0,0.0,6.0733,15.7161,6.1176,2.095,10.1407,5.664,-118.0,-118.0,-118.0,0.0,10800.0,100.0,144.7878,128.8766,273.6643,13.0,0.0,0.0,14.0,0.0,14.0,11.552,28.0,4.3222,4.9756,0.0,11.0,0.2003,3.8507,1.5183,25.0,3.929,25.0,10800.0,10800.0,4993.5361,1214567800.0,243228.0,1968.7054,1081094864.0,549140.0,0.0,0.0,74.0,263797.0,838.0,418453.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.6986,1323.0,1327.0,99.9276,1380.0,1381.0,0.5095,7.0,1374.0,99.7494,796.0,798.0,92.7928,103.0,111.0,0.0,0.0,0.0,100.0,222.0,222.0,100.0,9.0,9.0,100.0,9.0,9.0,100.0,9.0,9.0,99.9398,1660.0,1661.0,38.9796,7256178.0,186153.0,0.0,0.0,186153.0,0.0,1.0,186653.0,100.0,0.0,0.0,100.0,0.0,0.0,7.2584,13.7086,3.9996,0.5116,7.4336,3.8412,-118.0,-118.0,-118.0,0.0,10800.0,100.0,172.8696,22.2537,195.1233,13.0,0.0,0.0,9.0,0.0,9.0,11.8361,29.0,3.9067,4.8161,0.0,11.0,0.1681,3.9454,1.8146,25.0,3.4271,25.0,10800.0,10800.0,4262.1458,1450135448.0,340236.0,557.6814,186677168.0,334738.0,0.0,0.0,27.0,195196.0,855.0,508605.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1290.0,1290.0,99.9244,1321.0,1322.0,0.1513,2.0,1322.0,100.0,771.0,771.0,99.2308,258.0,260.0,0.0,0.0,0.0,100.0,185.0,185.0,100.0,11.0,11.0,100.0,11.0,11.0,100.0,11.0,11.0,99.3789,1600.0,1610.0,17.5882,6587499.0,374340.0,0.0,0.0,374340.0,0.0,0.0,374990.0,100.0,0.0,0.0,100.0,0.0,0.0,8.6112,14.4061,5.8027,0.5617,11.7287,2.0409,-117.3333,-117.3333,-117.3333,0.0,10800.0,100.0,338.8755,39.1392,378.0146,14.0,0.0,0.0,11.0,0.0,11.0,12.1006,31.0,4.847,5.2475,0.0,13.0,0.1402,4.0335,2.1528,25.0,3.6015,25.0,10800.0,10800.0,5751.704,2842693416.0,494235.0,617.5203,328323168.0,531680.0,0.0,0.0,69.0,370488.0,1009.0,719751.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9244,1322.0,1323.0,99.9261,1352.0,1353.0,0.4335,6.0,1384.0,99.8536,682.0,683.0,95.7143,201.0,210.0,0.0,0.0,0.0,100.0,186.0,186.0,100.0,4.0,4.0,100.0,4.0,4.0,100.0,4.0,4.0,100.0,1605.0,1605.0,24.7064,15909544.0,643944.0,0.0,0.0,643944.0,0.0,1.0,644933.0,100.0,0.0,0.0,100.0,0.0,0.0,10.3676,14.787,8.6916,0.8091,17.1105,1.4678,-117.6667,-117.6667,-117.6667,0.0,10800.0,100.0,705.9144,56.6436,762.558,16.0,0.0,0.0,4.0,0.0,4.0,13.937,34.0,5.7553,6.1481,0.0,13.0,0.0867,4.6457,2.5919,25.0,3.6968,25.0,10800.0,10800.0,8354.2802,5921639152.0,708815.0,823.463,475161232.0,577028.0,0.0,0.0,196.0,606018.0,826.0,952437.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.8733,1576.0,1578.0,100.0,1626.0,1626.0,0.2449,4.0,1633.0,100.0,451.0,451.0,95.6522,176.0,184.0,0.0,0.0,0.0,100.0,229.0,229.0,100.0,12.0,12.0,100.0,12.0,12.0,100.0,12.0,12.0,99.8967,1934.0,1936.0,30.1952,15609509.0,516954.0,0.0,0.0,516954.0,0.0,1.0,517865.0,100.0,0.0,0.0,100.0,0.0,0.0,12.7232,15.5447,4.5406,0.4755,16.3902,0.7459,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,560.9499,46.2288,607.1787,19.0,0.0,0.0,12.0,0.0,12.0,14.6189,45.0,5.7267,6.2625,0.0,13.0,0.0866,4.873,3.1808,25.0,3.8862,25.0,10800.0,10800.0,5209.0654,4705588416.0,903346.0,536.7164,387795336.0,722533.0,0.0,0.0,192.0,476492.0,986.0,1138951.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1446.0,1446.0,100.0,1498.0,1498.0,0.0669,1.0,1495.0,100.0,461.0,461.0,97.4576,115.0,118.0,0.0,0.0,0.0,100.0,292.0,292.0,100.0,13.0,13.0,100.0,13.0,13.0,100.0,13.0,13.0,99.9447,1807.0,1808.0,15.995,4550953.0,284523.0,0.0,0.0,284523.0,0.0,1.0,285364.0,100.0,0.0,0.0,100.0,0.0,0.0,7.1444,14.3339,7.1971,0.7348,16.9212,0.8756,-118.0,-118.0,-118.0,0.0,10800.0,100.0,269.3831,32.8551,302.2382,14.0,0.0,0.0,13.0,0.0,13.0,14.005,32.0,5.5381,6.1245,0.0,12.0,0.1469,4.6683,1.7861,25.0,3.5835,25.0,10800.0,10800.0,6614.3191,2259749064.0,341645.0,754.7094,275608536.0,365185.0,0.0,0.0,48.0,302451.0,826.0,562194.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1233.0,1233.0,100.0,1312.0,1312.0,0.0,0.0,1319.0,100.0,603.0,603.0,100.0,72.0,72.0,0.0,0.0,0.0,100.0,200.0,200.0,100.0,16.0,16.0,100.0,16.0,16.0,100.0,16.0,16.0,99.7995,1493.0,1496.0,4.8854,2994788.0,613004.0,0.0,0.0,613004.0,0.0,0.0,613475.0,100.0,0.0,0.0,100.0,0.0,0.0,9.3318,15.0798,9.3477,1.0468,9.5436,2.2332,-117.3333,-117.3333,-117.3333,0.0,10800.0,100.0,684.7215,63.129,747.8504,15.0,0.0,0.0,16.0,0.0,16.0,15.1453,34.0,7.0992,8.1922,0.0,13.0,0.0428,5.0484,2.333,25.0,3.77,25.0,10800.0,10800.0,8426.9011,5743860080.0,681610.0,899.5468,529564072.0,588701.0,0.0,0.0,65.0,634504.0,432.0,1009072.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9327,1484.0,1485.0,100.0,1562.0,1562.0,0.1979,3.0,1516.0,100.0,663.0,663.0,100.0,130.0,130.0,0.0,0.0,0.0,100.0,268.0,268.0,100.0,20.0,20.0,100.0,20.0,20.0,100.0,20.0,20.0,100.0,1872.0,1872.0,6.7935,2654338.0,390716.0,0.0,0.0,390716.0,0.0,1.0,391150.0,100.0,0.0,0.0,100.0,0.0,0.0,7.3641,15.0232,9.3859,1.0339,15.3498,4.7,-117.3333,-117.3333,-117.3333,0.0,10800.0,100.0,346.4043,53.603,400.0074,24.0,0.0,0.0,20.0,0.0,20.0,17.015,44.0,7.5792,8.7556,0.0,14.0,0.0545,5.6717,1.841,25.0,3.7558,25.0,10800.0,10800.0,7257.5858,2905850280.0,400388.0,961.2934,449654616.0,467760.0,0.0,0.0,92.0,406553.0,379.0,695085.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9402,1672.0,1673.0,99.8861,1754.0,1756.0,0.0573,1.0,1746.0,99.9204,1255.0,1256.0,100.0,105.0,105.0,0.0,0.0,0.0,100.0,243.0,243.0,100.0,21.0,21.0,100.0,21.0,21.0,100.0,21.0,21.0,99.8047,2044.0,2048.0,7.8643,4997028.0,635409.0,0.0,0.0,635409.0,0.0,0.0,636316.0,100.0,0.0,0.0,100.0,0.0,0.0,8.7766,16.0876,9.1693,1.2537,15.5836,3.9675,-117.3333,-117.3333,-117.3333,0.0,10800.0,100.0,565.5014,76.6766,642.178,17.0,0.0,0.0,21.0,0.0,21.0,19.5803,39.0,8.2675,9.6031,0.0,14.0,0.0634,6.5268,2.1941,25.0,4.0219,25.0,10800.0,10800.0,7419.687,4743769488.0,639349.0,1063.3412,643209768.0,604895.0,0.0,0.0,37.0,615233.0,638.0,1006669.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1621.0,1621.0,99.9404,1677.0,1678.0,0.0602,1.0,1661.0,100.0,1201.0,1201.0,97.8947,93.0,95.0,0.0,0.0,0.0,100.0,203.0,203.0,100.0,11.0,11.0,100.0,11.0,11.0,100.0,11.0,11.0,99.8424,1900.0,1903.0,5.9893,4324931.0,722114.0,0.0,0.0,722114.0,0.0,1.0,722759.0,100.0,0.0,0.0,100.0,0.0,0.0,10.0022,16.145,8.9596,1.0248,16.8692,1.4427,-117.0,-117.0,-117.0,0.0,10800.0,100.0,700.9213,69.1448,770.0661,17.0,0.0,0.0,11.0,0.0,11.0,19.2697,38.0,8.7071,9.2934,0.0,13.0,0.0575,6.4232,2.5006,25.0,4.0363,25.0,10800.0,10800.0,7586.8085,5879753856.0,774997.0,874.4367,580028696.0,663317.0,0.0,0.0,40.0,665905.0,678.0,1179578.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.8712,1551.0,1553.0,99.8763,1615.0,1617.0,0.0,0.0,1607.0,100.0,622.0,622.0,99.2424,131.0,132.0,0.0,0.0,0.0,100.0,223.0,223.0,100.0,3.0,3.0,100.0,3.0,3.0,100.0,3.0,3.0,99.9471,1890.0,1891.0,6.1502,3991438.0,648994.0,0.0,0.0,648994.0,0.0,1.0,649945.0,100.0,0.0,0.0,100.0,0.0,0.0,9.125,15.6037,7.8009,0.9837,14.8438,1.7544,-117.0,-117.0,-117.0,0.0,10800.0,100.0,517.6081,62.973,580.5811,17.0,0.0,0.0,3.0,0.0,3.0,16.7806,38.0,7.6904,8.2008,0.0,15.0,0.051,5.5935,2.2812,25.0,3.9009,25.0,10800.0,10800.0,6333.5157,4342011352.0,685561.0,856.1351,528255880.0,617024.0,0.0,0.0,149.0,618846.0,535.0,1048706.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1344.0,1344.0,100.0,1378.0,1378.0,0.0,0.0,1354.0,100.0,562.0,562.0,100.0,202.0,202.0,0.0,0.0,0.0,100.0,153.0,153.0,100.0,4.0,4.0,100.0,4.0,4.0,100.0,4.0,4.0,99.9379,1610.0,1611.0,13.8059,6483673.0,469629.0,0.0,0.0,469629.0,0.0,0.0,471005.0,100.0,0.0,0.0,100.0,0.0,0.0,8.4509,14.3613,7.6708,1.202,12.4611,2.6513,-117.6667,-117.6667,-117.6667,0.0,10800.0,100.0,449.2437,52.5796,501.8233,15.0,0.0,0.0,4.0,0.0,4.0,13.7581,36.0,5.3167,5.752,0.0,11.0,0.108,4.586,2.1127,25.0,3.5903,25.0,10800.0,10800.0,7273.3422,3768529512.0,518129.0,1067.2078,441069496.0,413293.0,0.0,0.0,40.0,462346.0,795.0,736350.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1364.0,1364.0,99.8551,1378.0,1380.0,0.0,0.0,1379.0,99.7549,407.0,408.0,100.0,83.0,83.0,0.0,0.0,0.0,100.0,162.0,162.0,100.0,6.0,6.0,100.0,6.0,6.0,100.0,6.0,6.0,99.8797,1661.0,1663.0,19.2783,2259434.0,117140.0,0.0,0.0,117140.0,0.0,0.0,117546.0,100.0,0.0,0.0,100.0,0.0,0.0,4.7409,12.4485,7.5376,0.8027,8.2311,0.4542,-117.6667,-117.6667,-117.6667,0.0,10800.0,100.0,103.6604,12.0269,115.6873,13.0,0.0,0.0,6.0,0.0,6.0,10.467,30.0,3.0942,3.7797,0.0,10.0,0.147,3.489,1.1852,25.0,3.1121,25.0,10800.0,10800.0,6575.7694,869566600.0,132238.0,742.4337,100888568.0,135889.0,0.0,0.0,10.0,121597.0,388.0,264006.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9108,1120.0,1121.0,99.912,1135.0,1136.0,0.0,0.0,1114.0,100.0,253.0,253.0,97.9167,47.0,48.0,0.0,0.0,0.0,100.0,105.0,105.0,100.0,2.0,2.0,100.0,2.0,2.0,100.0,2.0,2.0,99.7776,1346.0,1349.0,29.3058,16648528.0,568096.0,0.0,0.0,568096.0,0.0,0.0,569070.0,100.0,0.0,0.0,100.0,0.0,0.0,7.3238,12.1088,13.6214,1.3948,16.7051,2.6235,-118.0,-118.0,-118.0,0.0,10800.0,100.0,672.5511,32.1055,704.6566,10.0,0.0,0.0,2.0,0.0,2.0,7.7819,24.0,2.2717,2.4888,0.0,9.0,0.1088,2.594,1.8309,25.0,3.0272,25.0,10800.0,10800.0,13246.3853,5641767944.0,425910.0,1271.3445,269320344.0,211839.0,0.0,0.0,1.0,438515.0,574.0,527403.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.8946,948.0,949.0,100.0,959.0,959.0,0.0,0.0,937.0,100.0,145.0,145.0,100.0,90.0,90.0,0.0,0.0,0.0,100.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1111.0,1111.0,9.6597,3211415.0,332454.0,0.0,0.0,332454.0,0.0,0.0,332982.0,100.0,0.0,0.0,100.0,0.0,0.0,5.3036,11.9101,9.9686,0.7482,15.987,0.6833,-118.0,-118.0,-118.0,0.0,10800.0,100.0,253.752,24.0459,277.7979,9.0,0.0,0.0,0.0,0.0,0.0,6.2047,21.0,1.8689,1.9592,0.0,8.0,0.1017,2.0682,1.3259,25.0,2.9775,25.0,10800.0,10800.0,8035.403,2128626472.0,264906.0,809.9436,201711592.0,249044.0,0.0,0.0,4.0,305593.0,358.0,352163.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.8989,988.0,989.0,100.0,1001.0,1001.0,0.0,0.0,997.0,100.0,88.0,88.0,100.0,57.0,57.0,0.0,0.0,0.0,100.0,50.0,50.0,100.0,5.0,5.0,100.0,5.0,5.0,100.0,5.0,5.0,100.0,1115.0,1115.0,20.4935,3685549.0,179840.0,0.0,0.0,179840.0,0.0,0.0,180479.0,100.0,0.0,0.0,100.0,0.0,0.0,4.9152,11.6299,8.5108,0.9581,14.1462,0.9873,-118.0,-118.0,-118.0,0.0,10800.0,100.0,168.4139,15.1614,183.5752,16.0,0.0,0.0,5.0,0.0,5.0,5.7275,28.0,1.4072,1.5297,0.0,8.0,0.1155,1.9092,1.2288,25.0,2.9075,25.0,10800.0,10800.0,8038.6361,1412758136.0,175746.0,953.529,127182656.0,133381.0,0.0,0.0,9.0,178666.0,282.0,244064.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,838.0,838.0,100.0,841.0,841.0,0.0,0.0,841.0,100.0,48.0,48.0,100.0,24.0,24.0,0.0,0.0,0.0,100.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,937.0,937.0,11.0731,728331.0,65775.0,0.0,0.0,65775.0,0.0,0.0,65883.0,100.0,0.0,0.0,100.0,0.0,0.0,3.8416,11.2458,9.6701,0.6695,5.7269,0.4965,-118.6667,-118.6667,-118.6667,0.0,10800.0,100.0,59.9921,7.299,67.2911,7.0,0.0,0.0,0.0,0.0,0.0,4.7027,16.0,1.062,1.1901,0.0,7.0,0.0781,1.5676,0.9604,25.0,2.8115,25.0,10800.0,10800.0,7890.9057,503250400.0,63776.0,730.9365,61228360.0,83767.0,0.0,0.0,1.0,68725.0,90.0,115252.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,883.0,883.0,99.8913,919.0,920.0,0.0,0.0,915.0,100.0,136.0,136.0,98.2759,57.0,58.0,0.0,0.0,0.0,100.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1031.0,1031.0,19.5641,3481177.0,177937.0,0.0,0.0,177937.0,0.0,0.0,178177.0,100.0,0.0,0.0,100.0,0.0,0.0,4.9099,11.531,10.4727,0.9715,16.8759,0.7707,-118.0,-118.0,-118.0,0.0,10800.0,100.0,193.5765,16.1409,209.7174,12.0,0.0,0.0,0.0,0.0,0.0,5.3516,23.0,1.3533,1.5272,0.0,7.0,0.0717,1.7839,1.2275,25.0,2.8828,25.0,10800.0,10800.0,10016.8873,1623837608.0,162110.0,1017.4593,135399416.0,133076.0,0.0,0.0,181.0,175526.0,166.0,231605.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1123.0,1123.0,99.9145,1168.0,1169.0,0.0862,1.0,1160.0,100.0,1159.0,1159.0,100.0,57.0,57.0,0.0,0.0,0.0,100.0,93.0,93.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,1279.0,1279.0,24.7277,6216735.0,250789.0,0.0,0.0,250789.0,0.0,1.0,251416.0,100.0,0.0,0.0,100.0,0.0,0.0,5.5436,12.1674,12.3892,1.2529,17.3363,4.7911,-118.0,-118.0,-118.0,0.0,10800.0,100.0,260.8345,24.497,285.3315,9.0,0.0,0.0,1.0,0.0,1.0,7.8961,23.0,2.1564,2.3846,0.0,8.0,0.0801,2.632,1.3859,25.0,3.0418,25.0,10800.0,10800.0,10567.0706,2188038776.0,207062.0,1168.4375,205495440.0,175872.0,0.0,0.0,12.0,210595.0,249.0,310762.0,100.0,0.0,0.0
