eNodeB Name,Integrity,RRC Setup Success Ratio_LTE(%),RRC Setup Success Ratio_NOM_LTE(number),RRC Setup Success Ratio_DENOM_LTE(number),E-RAB Setup Success Ratio_LTE(%),E-RAB Setup Success Ratio_NOM_LTE(number),E-RAB Setup Success Ratio (Denom),E-RAB Drop Ratio_LTE(%),E-RAB Drop Ratio_NOM_LTE(number),E-RAB Drop Ratio_DENOM_LTE(number),Intra-eNB Handover Success Ratio_LTE(%),Intra-eNB Handover Success Ratio_NOM_LTE(number),Intra-eNB Handover Success Ratio_DENOM_LTE(number),Inter-eNB HO Success Ratio (X2-Based)_new_LTE(%),Inter-eNB HO Success Ratio (X2-Based)_new_NOM_LTE(number),Inter-eNB HO Success Ratio (X2-Based)_new_DENOM_LTE(number),Inter-RAT HO Success Ratio %,Inter-RAT HO Success Ratio (Nom),Inter-RAT HO Success Ratio (Denom)(number),IRAT Redir Success Rate_LTE(%),IRAT Redir Success Rate_NOM_LTE(number),IRAT Redir Success Rate_DENOM_LTE(number),CSFB Prepare Success Rate_LTE(number),CSFB Prepare Success Rate_NOM_LTE(number),CSFB Prepare Success Rate_DENOM_LTE(number),CSFB execution ratio_LTE(%),CSFB execution ratio_NOM_LTE(number),CSFB execution ratio_DENOM_LTE(number),CSFB SR v7.0_LTE(%),CSFB SR v7.0_NOM_LTE(number),CSFB SR v7.0_DENOM_LTE(number),S1 Signaling Success Ratio_LTE(%),S1 Signaling Success Ratio_NOM_LTE(number),S1 Signaling Success Ratio_DENOM_LTE(number),Packet Delay Budget (UE to PGW),Packet Delay Budget (UE to PGW) (Nom)(number),Packet Delay Budget (UE to PGW) (Denom)(number),Packet Delay Budget QCI1_QCI5_LTE(ms),Packet Delay Budget QCI1_QCI5 (Nom)(number),Packet Delay Budget QCI1_QCI5 (Denom)(number),Packet Loss-DL_LTE(%),Packet Loss-DL (Nom)(number),Packet Loss-DL (Denom)(number),MS_L2W CSFB Prepare SR(%),MS_L2W CSFB Prepare SR_NOM(number),MS_L2W CSFB Prepare SR_DENOM(number),MS_L2W CSFB Execution SR(%),MS_L2W CSFB Execution SR_NOM(number),MS_L2W CSFB Execution SR_DENOM(number),Maximum eNodeB RB utilization DL_LTE(%),Average eNodeB RB utilization UL_LTE(%),dl_avg,ul_avg,dl_peak,ul_peak,MS_RTWP(dBm),RTWP_LTE(dB),RTWP(dBm0),Duration of Cell Unavailability_LTE(s),L.Cell.Avail.Dur(s),MS_Radio Network Availability Rate (LTE)(%),Volume Traffic DL (MB)(MB),MS_Volume Traffic UL (MB)(MB),Total Traffic_LTE(MB),MS_PI_L.Traffic.User.Max(MAX)(number),MS_Number of CSFB-based blind redirections from E-UTRAN to GERAN(number),MS_Number of CSFB-based blind redirections from E-UTRAN to WCDMA(number),MS_CSFB to UMTS Times(times)(times),MS_CSFB to GSM Times(times)(times),MS_L.RRCRedirection.E2W.CSFB(number),MS_PI_L.Traffic.User.Avg(SUM)(number),MS_PI_L.Traffic.User.Max(SUM)(number),MS_L.Traffic.User.DLData.Avg(number),MS_L.traffic.User.ULData.Avg(number),MS_L.Traffic.ActiveUser.Avg(number),MS_L.Traffic.ActiveUser.Max(number),MS_RBLER-DL(%),MS_PI_L.Traffic.User.Avg(AVG)(number),Maximum eNodeB RB utilization DL (Nom)(number),Maximum eNodeB RB utilization DL (Denom)(number),Average eNodeB RB utilization UL (Nom)(number),Average eNodeB RB utilization UL (Denom)(number),Radio Network Availability Rate (LTE) (Nom)(number),Radio Network Availability Rate (LTE) (Denom)(number),MS_Average PDCP Layer Active Cell Throughput DL(number),MS_Average PDCP Layer Active Cell Throughput DL_NOM(number),MS_Average PDCP Layer Active Cell Throughput DL_DENOM(number),MS_Average PDCP Layer Active Cell Throughput UL(number),MS_Average PDCP Layer Active Cell Throughput UL_NOM(number),MS_Average PDCP Layer Active Cell Throughput UL_DENOM(number),MS_Duration of Cell Unavailability(s),MS_UL Packet Loss Rate(%),MS_UL Packet Loss Rate_NOM(number),MS_UL Packet Loss Rate_DENOM(number),MS_RBLER-DL_NOM(number),MS_RBLER-DL_DENOM(number),MS_Inter-RAT HO Success Ratio(%),MS_Inter-RAT HO Success Ratio_DENOM(number),MS_Inter-RAT HO Success Ratio_NOM(number)
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1046.0,1046.0,100.0,1064.0,1064.0,0.0958,1.0,1044.0,100.0,225.0,225.0,99.3865,162.0,163.0,0.0,0.0,0.0,100.0,118.0,118.0,100.0,6.0,6.0,100.0,6.0,6.0,100.0,6.0,6.0,100.0,1258.0,1258.0,15.7241,1307990.0,83184.0,0.0,0.0,83184.0,0.0,2.0,83306.0,100.0,0.0,0.0,100.0,0.0,0.0,5.1413,11.8362,8.998,1.1338,15.0306,1.1423,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,65.9149,12.0613,77.9762,8.0,0.0,0.0,6.0,0.0,6.0,6.7503,19.0,1.6744,2.0028,0.0,8.0,0.1334,2.2501,1.2853,25.0,2.9591,25.0,10800.0,10800.0,6617.4521,552934448.0,83557.0,1057.5747,101177112.0,95669.0,0.0,0.0,24.0,86756.0,228.0,170918.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1011.0,1011.0,99.7129,1042.0,1045.0,0.0,0.0,1047.0,100.0,368.0,368.0,98.5915,70.0,71.0,0.0,0.0,0.0,100.0,161.0,161.0,100.0,12.0,12.0,100.0,12.0,12.0,100.0,12.0,12.0,100.0,1237.0,1237.0,24.3012,8338517.0,343132.0,0.0,0.0,343132.0,0.0,0.0,343786.0,100.0,0.0,0.0,100.0,0.0,0.0,9.4606,14.5733,4.8486,3.3161,11.197,2.9077,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,327.4539,129.9871,457.441,9.0,0.0,0.0,12.0,0.0,12.0,8.3729,23.0,2.6981,3.4411,0.0,9.0,0.0791,2.791,2.3652,25.0,3.6433,25.0,10800.0,10800.0,5141.404,2746882488.0,534267.0,2918.5655,1090411104.0,373612.0,0.0,0.0,383.0,319600.0,526.0,665342.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,886.0,886.0,99.8904,911.0,912.0,0.0,0.0,905.0,100.0,309.0,309.0,100.0,132.0,132.0,0.0,0.0,0.0,100.0,102.0,102.0,100.0,10.0,10.0,100.0,10.0,10.0,100.0,10.0,10.0,99.9061,1064.0,1065.0,23.6445,5208606.0,220288.0,0.0,0.0,220288.0,0.0,0.0,220660.0,100.0,0.0,0.0,100.0,0.0,0.0,6.1156,12.3197,8.9528,2.3982,12.6316,9.5844,-118.0,-118.0,-118.0,0.0,10800.0,100.0,193.5596,43.8018,237.3614,10.0,0.0,0.0,10.0,0.0,10.0,7.7895,21.0,2.4193,3.2075,0.0,9.0,0.0745,2.5965,1.5289,25.0,3.0799,25.0,10800.0,10800.0,8159.1115,1623695832.0,199004.0,1959.9918,367435736.0,187468.0,0.0,0.0,22.0,226763.0,227.0,304774.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1016.0,1016.0,99.9038,1039.0,1040.0,0.0,0.0,1049.0,100.0,483.0,483.0,100.0,107.0,107.0,0.0,0.0,0.0,100.0,161.0,161.0,100.0,8.0,8.0,100.0,8.0,8.0,100.0,8.0,8.0,99.8451,1289.0,1291.0,34.5067,17366017.0,503265.0,0.0,0.0,503265.0,0.0,0.0,503876.0,100.0,0.0,0.0,100.0,0.0,0.0,8.6546,12.6342,11.4141,1.3812,16.4577,1.9658,-118.0,-118.0,-118.0,0.0,10800.0,100.0,602.2116,39.3897,641.6013,10.0,0.0,0.0,8.0,0.0,8.0,8.9992,26.0,2.8711,3.3175,0.0,10.0,0.0611,2.9997,2.1637,25.0,3.1586,25.0,10800.0,10800.0,11328.2946,5051717016.0,445938.0,1291.0442,330424696.0,255936.0,0.0,0.0,77.0,461637.0,346.0,566738.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.7758,890.0,892.0,99.8928,932.0,933.0,0.0,0.0,920.0,99.9006,1005.0,1006.0,96.8354,153.0,158.0,0.0,0.0,0.0,100.0,148.0,148.0,100.0,14.0,14.0,100.0,14.0,14.0,100.0,14.0,14.0,99.8259,1147.0,1149.0,36.9322,12163223.0,329339.0,0.0,0.0,329339.0,0.0,1.0,329781.0,100.0,0.0,0.0,100.0,0.0,0.0,8.0728,13.1837,7.5325,1.1553,17.3655,6.6676,-118.0,-118.0,-118.0,0.0,10800.0,100.0,313.8909,33.8609,347.7519,11.0,0.0,0.0,14.0,0.0,14.0,9.9483,26.0,3.9936,4.4012,0.0,10.0,0.079,3.3161,2.0182,25.0,3.2959,25.0,10800.0,10800.0,6915.5274,2633107800.0,380753.0,1039.4456,284046184.0,273267.0,0.0,0.0,41.0,316451.0,430.0,544396.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.7459,785.0,787.0,99.8779,818.0,819.0,0.0,0.0,804.0,100.0,577.0,577.0,96.2121,127.0,132.0,0.0,0.0,0.0,100.0,185.0,185.0,100.0,21.0,21.0,100.0,21.0,21.0,100.0,21.0,21.0,99.9073,1078.0,1079.0,32.462,8788381.0,270728.0,0.0,0.0,270728.0,0.0,0.0,271058.0,100.0,0.0,0.0,100.0,0.0,0.0,6.885,12.2798,8.1189,1.2433,8.7132,0.9122,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,289.279,25.3349,314.6139,10.0,0.0,0.0,21.0,0.0,21.0,7.2766,22.0,2.7484,3.1244,0.0,10.0,0.1017,2.4255,1.7212,25.0,3.07,25.0,10800.0,10800.0,9221.2586,2426647960.0,263158.0,1119.0499,212524368.0,189915.0,0.0,0.0,9.0,282087.0,385.0,378417.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,859.0,859.0,100.0,906.0,906.0,0.1119,1.0,894.0,100.0,456.0,456.0,98.6111,142.0,144.0,0.0,0.0,0.0,100.0,187.0,187.0,100.0,15.0,15.0,100.0,15.0,15.0,100.0,15.0,15.0,99.8276,1158.0,1160.0,25.5137,10506272.0,411790.0,0.0,0.0,411790.0,0.0,0.0,413035.0,100.0,0.0,0.0,100.0,0.0,0.0,8.5438,13.002,8.6859,0.9582,17.0406,2.5892,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,463.9022,40.3823,504.2844,22.0,0.0,0.0,15.0,0.0,15.0,8.0292,40.0,2.7083,3.3112,0.0,15.0,0.0911,2.6764,2.136,25.0,3.2505,25.0,10800.0,10800.0,9059.4442,3891493312.0,429551.0,993.0347,338750960.0,341127.0,0.0,0.0,79.0,404085.0,500.0,548845.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.904,1041.0,1042.0,99.9083,1089.0,1090.0,0.2799,3.0,1072.0,99.8145,538.0,539.0,98.7654,160.0,162.0,0.0,0.0,0.0,100.0,238.0,238.0,100.0,10.0,10.0,100.0,10.0,10.0,100.0,10.0,10.0,99.9282,1391.0,1392.0,25.9665,8377071.0,322611.0,0.0,0.0,322611.0,0.0,0.0,322927.0,100.0,0.0,0.0,100.0,0.0,0.0,7.2765,12.5899,9.8964,1.553,17.3846,1.9391,-118.0,-118.0,-118.0,0.0,10800.0,100.0,328.3922,42.4384,370.8306,17.0,0.0,0.0,10.0,0.0,10.0,7.77,34.0,2.3689,3.0056,0.0,12.0,0.1068,2.59,1.8191,25.0,3.1475,25.0,10800.0,10800.0,9017.6392,2754753512.0,305485.0,1423.83,355998784.0,250029.0,0.0,0.0,78.0,331886.0,461.0,431685.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.8851,869.0,870.0,99.7838,923.0,925.0,0.1117,1.0,895.0,100.0,486.0,486.0,99.1935,123.0,124.0,0.0,0.0,0.0,100.0,221.0,221.0,100.0,7.0,7.0,100.0,7.0,7.0,100.0,7.0,7.0,99.8351,1211.0,1213.0,30.5375,11944652.0,391147.0,0.0,0.0,391147.0,0.0,2.0,391860.0,100.0,0.0,0.0,100.0,0.0,0.0,9.0679,13.0292,6.5238,1.1627,17.3397,2.3279,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,390.5995,42.6406,433.2401,15.0,0.0,0.0,7.0,0.0,7.0,7.6778,33.0,2.7442,3.1281,0.0,12.0,0.1271,2.5593,2.267,25.0,3.2573,25.0,10800.0,10800.0,7012.1151,3276586096.0,467275.0,1152.3384,357695056.0,310408.0,0.0,0.0,70.0,367303.0,770.0,606059.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.7696,866.0,868.0,99.779,903.0,905.0,0.3333,3.0,900.0,100.0,283.0,283.0,99.115,112.0,113.0,0.0,0.0,0.0,100.0,154.0,154.0,100.0,14.0,14.0,100.0,14.0,14.0,100.0,14.0,14.0,99.6387,1103.0,1107.0,32.3268,17544749.0,542730.0,0.0,0.0,542730.0,0.0,0.0,543759.0,100.0,0.0,0.0,100.0,0.0,0.0,10.4299,13.5748,7.6967,1.2161,17.067,2.4943,-118.0,-118.0,-118.0,0.0,10800.0,100.0,602.9352,49.9282,652.8633,12.0,0.0,0.0,14.0,0.0,14.0,9.7875,29.0,3.695,4.1897,0.0,12.0,0.1034,3.2625,2.6075,25.0,3.3937,25.0,10800.0,10800.0,8262.5888,5057786744.0,612131.0,1135.6931,418827712.0,368786.0,0.0,0.0,23.0,524303.0,788.0,761920.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.9132,1151.0,1152.0,99.834,1203.0,1205.0,0.3373,4.0,1186.0,100.0,304.0,304.0,98.7805,162.0,164.0,0.0,0.0,0.0,100.0,174.0,174.0,100.0,17.0,17.0,100.0,17.0,17.0,100.0,17.0,17.0,99.4456,1435.0,1443.0,21.0598,14258232.0,677036.0,0.0,0.0,677036.0,0.0,1.0,677938.0,100.0,0.0,0.0,100.0,0.0,0.0,10.8804,14.3482,5.6906,0.823,12.0777,1.4211,-118.0,-118.0,-118.0,0.0,10800.0,100.0,553.0316,53.8131,606.8447,18.0,0.0,0.0,17.0,0.0,17.0,11.155,37.0,4.2917,4.8481,0.0,14.0,0.1513,3.7183,2.7201,25.0,3.5871,25.0,10800.0,10800.0,6482.45,4639165360.0,715650.0,854.3643,451417072.0,528366.0,0.0,0.0,109.0,636651.0,1381.0,913057.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,1029.0,1029.0,99.9055,1057.0,1058.0,0.0,0.0,1049.0,100.0,225.0,225.0,98.913,91.0,92.0,0.0,0.0,0.0,100.0,145.0,145.0,100.0,8.0,8.0,100.0,8.0,8.0,100.0,8.0,8.0,99.376,1274.0,1282.0,33.3884,25386883.0,760350.0,0.0,0.0,760350.0,0.0,1.0,761330.0,100.0,0.0,0.0,100.0,0.0,0.0,12.2998,14.1204,7.7185,0.9288,13.0465,2.4558,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,819.5957,58.4183,878.014,12.0,0.0,0.0,8.0,0.0,8.0,10.35,28.0,4.3411,4.7864,0.0,13.0,0.0799,3.45,3.0749,25.0,3.5301,25.0,10800.0,10800.0,8095.1878,6875267256.0,849303.0,931.158,490047984.0,526278.0,0.0,0.0,73.0,669488.0,837.0,1047627.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,941.0,941.0,99.7945,971.0,973.0,0.3148,3.0,953.0,100.0,184.0,184.0,93.8272,76.0,81.0,0.0,0.0,0.0,100.0,108.0,108.0,100.0,3.0,3.0,100.0,3.0,3.0,100.0,3.0,3.0,99.4819,1152.0,1158.0,24.8498,6223525.0,250446.0,0.0,0.0,250446.0,0.0,0.0,250829.0,100.0,0.0,0.0,100.0,0.0,0.0,6.6718,12.7671,7.6285,0.8686,8.4246,0.8135,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,235.6585,24.7313,260.3897,8.0,0.0,0.0,3.0,0.0,3.0,8.5122,22.0,3.0122,3.4611,0.0,10.0,0.1119,2.8374,1.6679,25.0,3.1918,25.0,10800.0,10800.0,7185.1096,1976846400.0,275131.0,819.0934,207460808.0,253281.0,0.0,0.0,21.0,255055.0,445.0,397606.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,913.0,913.0,100.0,935.0,935.0,0.0,0.0,910.0,99.3939,164.0,165.0,98.7342,78.0,79.0,0.0,0.0,0.0,100.0,98.0,98.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,99.8246,1138.0,1140.0,25.3316,10094999.0,398514.0,0.0,0.0,398514.0,0.0,0.0,399238.0,100.0,0.0,0.0,100.0,0.0,0.0,8.3975,12.8036,6.8207,1.0279,16.7503,0.8215,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,413.5348,33.2748,446.8096,11.0,0.0,0.0,1.0,0.0,1.0,8.01,28.0,2.742,3.2103,0.0,13.0,0.1231,2.67,2.0994,25.0,3.2009,25.0,10800.0,10800.0,7382.067,3468980928.0,469920.0,975.2001,279129584.0,286228.0,0.0,0.0,19.0,356524.0,725.0,588801.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,886.0,886.0,99.676,923.0,926.0,0.111,1.0,901.0,100.0,205.0,205.0,100.0,129.0,129.0,0.0,0.0,0.0,100.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8217,1120.0,1122.0,57.1841,54765329.0,957702.0,0.0,0.0,957702.0,0.0,2.0,959780.0,100.0,0.0,0.0,100.0,0.0,0.0,12.1509,13.2069,9.31,1.5352,17.3126,0.9892,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,1182.8401,65.9095,1248.7497,13.0,0.0,0.0,0.0,0.0,0.0,9.3586,25.0,3.45,4.0844,0.0,9.0,0.1196,3.1195,3.0377,25.0,3.3017,25.0,10800.0,10800.0,11325.201,9922382288.0,876133.0,1431.5918,552889344.0,386206.0,0.0,0.0,9.0,775665.0,1264.0,1056737.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,627.0,627.0,99.8438,639.0,640.0,0.0,0.0,631.0,100.0,126.0,126.0,100.0,53.0,53.0,0.0,0.0,0.0,100.0,81.0,81.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,99.8747,797.0,798.0,39.7971,24037120.0,603992.0,0.0,0.0,603992.0,0.0,0.0,604960.0,100.0,0.0,0.0,100.0,0.0,0.0,8.9783,12.0296,11.2066,1.617,16.3463,0.8797,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,780.8066,46.1761,826.9827,7.0,0.0,0.0,1.0,0.0,1.0,5.8795,17.0,2.2122,2.8986,0.0,8.0,0.0974,1.9598,2.2446,25.0,3.0074,25.0,10800.0,10800.0,11772.4415,6549880368.0,556374.0,1623.2436,387353000.0,238629.0,0.0,0.0,726.0,606629.0,620.0,636701.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,614.0,614.0,99.8405,626.0,627.0,0.0,0.0,602.0,100.0,103.0,103.0,100.0,39.0,39.0,0.0,0.0,0.0,100.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8665,748.0,749.0,24.7573,1679927.0,67853.0,0.0,0.0,67853.0,0.0,0.0,67981.0,100.0,0.0,0.0,100.0,0.0,0.0,4.344,11.3368,6.4501,1.0404,8.2933,3.5251,-118.6667,-118.6667,-118.6667,0.0,10800.0,100.0,60.7354,8.279,69.0144,13.0,0.0,0.0,0.0,0.0,0.0,4.8225,25.0,1.7245,2.2883,0.0,9.0,0.1082,1.6075,1.086,25.0,2.8342,25.0,10800.0,10800.0,5855.9506,509485272.0,87003.0,976.7261,69449136.0,71104.0,0.0,0.0,4.0,68442.0,157.0,145087.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,606.0,606.0,99.8382,617.0,618.0,0.0,0.0,618.0,100.0,23.0,23.0,100.0,12.0,12.0,0.0,0.0,0.0,100.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,691.0,691.0,7.074,196587.0,27790.0,0.0,0.0,27790.0,0.0,0.0,27824.0,100.0,0.0,0.0,100.0,0.0,0.0,3.7707,11.1404,5.6218,0.5148,3.1148,0.3604,-118.6667,-118.6667,-118.6667,0.0,10800.0,100.0,16.2116,5.1816,21.3932,7.0,0.0,0.0,0.0,0.0,0.0,4.2606,16.0,1.5561,2.0561,0.0,6.0,0.0768,1.4202,0.9427,25.0,2.7851,25.0,10800.0,10800.0,4065.1995,135993120.0,33453.0,692.9729,43466032.0,62724.0,0.0,0.0,475.0,37512.0,63.0,82000.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,463.0,463.0,99.7863,467.0,468.0,0.0,0.0,464.0,100.0,22.0,22.0,100.0,18.0,18.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,3.0,3.0,100.0,3.0,3.0,100.0,3.0,3.0,100.0,550.0,550.0,5.4978,1022065.0,185906.0,0.0,0.0,185906.0,0.0,0.0,187749.0,100.0,0.0,0.0,100.0,0.0,0.0,4.8522,11.3334,9.4969,0.7869,8.7602,0.6047,-118.6667,-118.6667,-118.6667,0.0,10800.0,100.0,128.6971,9.2222,137.9193,6.0,0.0,0.0,3.0,0.0,3.0,3.2505,13.0,1.5444,1.7267,0.0,6.0,0.2763,1.0835,1.2131,25.0,2.8334,25.0,10800.0,10800.0,7257.5499,1079589576.0,148754.0,877.659,77361256.0,88145.0,0.0,0.0,564.0,84961.0,556.0,201208.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.6743,612.0,614.0,99.6805,624.0,626.0,0.0,0.0,631.0,100.0,76.0,76.0,100.0,29.0,29.0,0.0,0.0,0.0,100.0,107.0,107.0,100.0,4.0,4.0,100.0,4.0,4.0,100.0,4.0,4.0,99.7436,778.0,780.0,31.0828,6319194.0,203282.0,0.0,0.0,203282.0,0.0,0.0,203734.0,100.0,0.0,0.0,100.0,0.0,0.0,5.4716,11.4672,9.6006,1.0829,17.1533,1.7089,-118.6667,-118.6667,-118.6667,0.0,10800.0,100.0,225.9385,20.2733,246.2118,7.0,0.0,0.0,4.0,0.0,4.0,3.2454,16.0,0.7161,0.7958,0.0,7.0,0.1642,1.0818,1.3679,25.0,2.8668,25.0,10800.0,10800.0,10587.4922,1895309320.0,179014.0,1138.6489,170065184.0,149357.0,0.0,0.0,793.0,186055.0,362.0,220483.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,99.8158,542.0,543.0,100.0,557.0,557.0,0.1802,1.0,555.0,97.1429,68.0,70.0,100.0,34.0,34.0,0.0,0.0,0.0,100.0,77.0,77.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,686.0,686.0,66.2272,12909404.0,194926.0,0.0,0.0,194926.0,0.0,1.0,195323.0,100.0,0.0,0.0,100.0,0.0,0.0,6.9841,12.0428,5.6032,0.552,15.6619,1.712,-118.6667,-118.6667,-118.6667,0.0,10800.0,100.0,221.4248,20.6153,242.0401,7.0,0.0,0.0,1.0,0.0,1.0,3.5369,16.0,1.0619,1.3122,0.0,8.0,0.2487,1.179,1.746,25.0,3.0107,25.0,10800.0,10800.0,6256.7447,1857446048.0,296871.0,601.8272,172933848.0,287348.0,0.0,0.0,255.0,179620.0,876.0,352288.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,529.0,529.0,99.8168,545.0,546.0,0.1876,1.0,533.0,100.0,104.0,104.0,100.0,79.0,79.0,0.0,0.0,0.0,100.0,60.0,60.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,664.0,664.0,71.2567,11583424.0,162559.0,0.0,0.0,162559.0,0.0,0.0,162955.0,100.0,0.0,0.0,100.0,0.0,0.0,6.0774,11.5556,7.2486,0.9947,12.7723,0.4923,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,167.5669,16.7213,184.2882,7.0,0.0,0.0,1.0,0.0,1.0,4.0139,17.0,1.1717,1.4789,0.0,8.0,0.0827,1.338,1.5194,25.0,2.8889,25.0,10800.0,10800.0,7117.5925,1405653344.0,197490.0,971.858,140268272.0,144330.0,0.0,0.0,21.0,149969.0,212.0,256290.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,871.0,871.0,100.0,892.0,892.0,0.0,0.0,860.0,100.0,161.0,161.0,100.0,107.0,107.0,0.0,0.0,0.0,100.0,125.0,125.0,100.0,14.0,14.0,100.0,14.0,14.0,100.0,14.0,14.0,100.0,1090.0,1090.0,24.1163,5854349.0,242751.0,0.0,0.0,242751.0,0.0,0.0,243030.0,100.0,0.0,0.0,100.0,0.0,0.0,6.3857,11.9637,10.3447,1.1204,15.8053,2.1494,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,255.148,20.2192,275.3672,9.0,0.0,0.0,14.0,0.0,14.0,7.0044,22.0,1.9,2.3339,0.0,7.0,0.0632,2.3348,1.5964,25.0,2.9909,25.0,10800.0,10800.0,9573.879,2140336400.0,223560.0,1065.4211,169610776.0,159196.0,0.0,0.0,23.0,204491.0,194.0,306939.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,922.0,922.0,99.8935,938.0,939.0,0.0,0.0,920.0,100.0,215.0,215.0,100.0,120.0,120.0,0.0,0.0,0.0,100.0,103.0,103.0,100.0,9.0,9.0,100.0,9.0,9.0,100.0,9.0,9.0,100.0,1108.0,1108.0,23.3759,12209671.0,522318.0,0.0,0.0,522318.0,0.0,0.0,523150.0,100.0,0.0,0.0,100.0,0.0,0.0,8.4308,12.3722,12.2307,1.2418,16.799,0.6815,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,626.5025,39.6928,666.1953,9.0,0.0,0.0,9.0,0.0,9.0,7.1586,22.0,2.0536,2.2806,0.0,9.0,0.0672,2.3862,2.1077,25.0,3.093,25.0,10800.0,10800.0,12168.3459,5255484240.0,431898.0,1226.5739,332966984.0,271461.0,0.0,0.0,26.0,458836.0,357.0,531192.0,100.0,0.0,0.0
103437_AstanaJapura_Bunte_MBTS,100.0,100.0,867.0,867.0,100.0,890.0,890.0,0.2255,2.0,887.0,100.0,399.0,399.0,98.8889,89.0,90.0,0.0,0.0,0.0,100.0,95.0,95.0,100.0,12.0,12.0,100.0,12.0,12.0,100.0,12.0,12.0,100.0,1050.0,1050.0,38.3477,9386029.0,244761.0,0.0,0.0,244761.0,0.0,3.0,245131.0,100.0,0.0,0.0,100.0,0.0,0.0,6.771,12.1608,9.1509,1.1793,16.2536,1.8256,-118.3333,-118.3333,-118.3333,0.0,10800.0,100.0,260.4242,24.7051,285.1293,9.0,0.0,0.0,12.0,0.0,12.0,6.45,21.0,1.9839,2.1945,0.0,10.0,0.0695,2.15,1.6928,25.0,3.0402,25.0,10800.0,10800.0,8796.7266,2184596672.0,248342.0,1142.2219,207241320.0,181437.0,0.0,0.0,17.0,235593.0,247.0,355443.0,100.0,0.0,0.0
