target,model,normalized_mae,original_mae,normalized_mse,original_mse,normalized_r_squared,original_r_squared
dl_avg,LSTM,1.0411474670760432,2.6534163954676853,2.053320797969084,13.336538537677797,-0.7098618007377246,-0.7098617952437289
dl_avg,dense,0.6374113959407556,1.6244747863557603,0.6854028606340469,4.451764951602358,-3.009471431087367,-3.009471346933294
ul_avg,LSTM,0.6239895284514937,0.24023596361345717,0.638490048971867,0.09464018515728412,-14.698220028831654,-14.698219258473767
ul_avg,dense,0.661526346680571,0.2546876445134481,0.6964261501932785,0.10322776605154564,-20.290324740622978,-20.29032272558219
