y_original,LSTM Prediction,Dense Prediction,RF Prediction,SVR Prediction
8.2896,10.014779,10.016854,10.075370498404023,10.277955855159144
8.0053,9.494034,9.320951,9.554108660148184,9.2043654169584
12.6161,9.223621,9.244398,9.548037260044286,9.371705951935997
10.2135,10.533235,10.541662,10.704109383892968,11.222291278479187
8.2304,10.087884,9.8100395,9.680490747349792,10.088807155637955
11.1732,9.421751,9.449443,10.517652965772507,9.957161117119643
10.9581,10.187905,10.508732,10.37715771248116,9.697540344356444
9.4807,10.142484,10.080912,10.420009605714002,10.009553062058517
11.3553,9.752751,9.732624,9.603196534332053,9.532601765954007
8.5444,10.376219,10.255098,10.571670547137245,9.582167924317833
7.8775,9.296091,9.4876995,9.554862139264015,9.322534079580837
8.8224,9.053887,9.085574,9.46663383136952,8.777639958733893
7.3454,9.142965,9.158273,9.049919954097641,8.515649199283736
12.205,8.549235,8.408757,8.712955179560973,8.300019431470021
10.5544,10.251045,10.484339,10.85078273185545,11.350558887444205
10.1489,10.072413,10.31377,9.984822464720507,9.56424658783453
9.3702,10.088398,10.595783,10.32868127909972,10.3638310989471
7.8536,9.81748,9.944351,9.611607883693159,10.067390934311701
8.9723,8.956651,8.781567,9.359119676195105,8.798302802568168
8.9801,9.200202,9.220093,9.409134607824548,8.358811809679345
9.2517,9.075622,8.871833,8.984367009064323,8.551971879462892
6.3657,9.244554,9.441694,9.41900153626258,9.773045020055395
5.7588,8.646771,8.386338,8.730255548913632,8.595340751069866
8.9018,8.295536,8.249614,8.092172271480921,8.718391154101372
12.6578,9.262134,9.416498,10.082064421896774,9.690982642198133
10.2352,10.822034,10.346886,10.536593627967521,10.61669074210655
12.5402,10.311467,10.562603,9.719719824968209,10.299509058259229
12.5506,11.206985,11.6916485,10.937511509378135,11.579220015033624
10.9789,11.223018,11.401954,10.960583502128216,10.86477883325546
9.0218,10.772681,10.264895,11.066049865357522,9.559026483373575
10.5568,9.817652,9.676651,10.464515618836327,9.530825501183632
10.8325,10.206457,9.921803,9.89143977647105,10.254146372400244
11.5854,10.068231,10.020315,11.009077642158545,10.69972892442685
7.4397,10.459919,10.363734,11.275561904327736,10.447365247658476
6.5039,8.754677,9.133517,8.651063326860385,8.961111514626431
7.2573,8.279449,8.636532,9.244945646289874,8.496884560229832
8.3355,8.434959,8.583691,8.674432284172807,8.191767649856077
10.1495,8.851762,8.835264,9.44071043792869,7.629045021238373
10.785,9.686158,10.055347,9.635474616220296,9.28824768389305
8.6522,10.057077,10.512353,9.888121870198306,9.425254593523869
10.1109,9.369535,9.982365,9.550867647513476,9.94147562189213
10.2441,10.035296,10.018164,9.542003175876689,9.370949901652457
7.1391,9.932226,9.47256,10.280048480860588,9.556323126903155
8.7917,8.847599,8.193348,9.167932375413171,8.780418081315117
6.6595,9.245171,9.330592,9.886836653539913,9.084856406008916
7.7344,8.538175,8.273135,8.971052266211236,8.8875953457179
10.3045,8.727844,8.788894,8.992343419545247,8.892691206620896
10.0447,9.777715,9.905373,9.317544788817584,9.193076207435421
10.1915,9.865639,10.125064,9.785918134576965,9.802114938131712
10.3153,10.035853,10.293592,9.933314880342468,10.47461479281074
10.2578,10.121131,10.12042,9.819034018754914,10.674942288687319
10.2158,10.067634,9.902058,9.844648042413775,9.785085524125778
11.0815,10.008061,9.48153,10.289327070494652,9.230776147308838
9.0166,10.234428,9.842658,10.244765811154464,9.82107164720413
8.2888,9.68234,9.511409,9.779617454517128,9.789906166686698
8.1237,9.288204,9.213429,9.498200894560371,8.898572534496738
9.5315,9.013416,8.94966,9.435723949151743,8.470913075056167
11.2673,9.400879,9.350883,9.373513865475328,9.603925645329488
9.3883,10.037015,10.080151,10.385302737918993,9.93870978002735
9.0192,9.728947,9.855415,9.613429130097908,9.580427561297629
8.0348,9.582078,9.937336,9.418673645142162,9.78097213098472
9.2628,9.20025,9.083983,9.461641199068074,9.286611632829388
10.0477,9.395835,9.159405,9.344458519613145,8.254295196425376
9.5418,9.651653,9.53072,9.626764848341393,8.94839965451604
9.2826,9.5777445,9.542298,9.672475382491168,9.53258129218455
9.3889,9.510767,9.722513,9.544946502801888,9.515066409799827
9.3273,9.602301,9.63166,9.59410069368483,9.834979537252563
7.6398,9.541421,9.370525,9.449709733540292,9.339543795677473
8.7589,8.97869,8.565433,8.893241573538551,8.757137884699764
10.38,9.240094,9.287885,9.363822079178663,9.12211553453336
7.5018,9.755524,9.834686,9.658868516447054,10.24836831435503
10.2139,9.14955,8.709839,9.484576611229294,8.847543268204562
10.0725,9.805607,10.091486,9.831180915268419,10.371018928484748
10.8524,9.859028,9.94223,9.785918134576965,10.406338453209608
9.2861,10.152705,10.010811,10.1198231924451,9.834589013623308
8.9821,9.731042,9.579097,9.59611318551128,10.170038846444953
14.9649,9.5197115,9.568825,9.712759671773897,9.60414648830231
13.3163,11.117277,10.884729,11.391453782036391,11.280079687208877
11.3352,10.99686,10.860722,10.26871271262641,10.78645905633377
11.9675,10.882673,11.532863,11.12446174641308,10.915814431840202
9.8294,11.109882,11.500727,11.433767652309127,11.180006218168115
9.7835,10.24265,10.255864,9.050396076319123,10.456275991349894
7.033900000000001,9.991724,10.07973,9.688025557011507,10.358756496985057
9.4294,8.197347,8.429045,8.267745881307688,9.704372224577133
10.5974,9.808692,9.395576,9.846235416972107,10.434436587156558
8.9458,9.69331,9.854417,10.362260389279712,9.905631607126098
9.6893,9.244958,9.412013,9.59611318551128,9.403681480123048
10.1601,9.580185,10.09018,9.803954535942989,9.858191754614422
7.8094,9.809916,10.091418,9.753704103977565,10.422223587914235
9.1096,9.043561,8.781517,9.729353555506057,8.6805990382425
7.9911,9.351287,9.201068,9.29878067851302,8.62403035384651
7.5156,9.055074,8.791026,9.448538087098362,9.17118983992022
8.1719,8.822301,8.628897,9.000928457292053,8.51853797127189
5.2127,9.05051,9.001103,9.057404687657732,8.92707873138096
7.9507,8.344867,7.798384,8.371321712986472,8.814983111042968
8.6998,8.944494,9.172481,9.683246097678943,9.542499627284261
8.4349,9.366179,9.347471,9.656890034053324,9.947781067351
9.2106,9.312111,9.438099,9.53816258085507,9.028270332380075
11.0062,9.587037,9.807207,9.459078474657916,9.83727111668673
12.0537,10.353241,10.357677,9.629415902242018,10.12925210644644
12.064,10.762026,10.431166,10.085615346568376,10.153255867001057
13.0,10.925733,10.435108,10.76342189100923,10.429349454174936
10.1669,11.202294,11.210992,10.576129598087812,10.779991393004527
10.0248,10.610816,10.550092,9.650190394323138,10.879908757206143
9.9554,10.372497,10.193606,10.295154007880026,10.48568458093923
8.3958,10.003827,9.804916,10.004971574191783,10.436646265293499
8.8061,9.048259,8.962171,9.52370701045346,9.024399978584945
7.7587,9.056337,9.332732,9.791233357048663,10.298325908976006
8.51,8.396693,8.618557,9.115336591729323,8.593420296777209
6.8933,8.835589,9.078608,9.435723949151743,9.666733405729405
7.5118,8.73147,8.430657,8.979318238433459,8.703983604289487
9.7942,8.880537,8.899386,9.580474586472675,9.019008592271135
7.9122,9.675855,9.891877,9.224667184004854,9.974060726872679
8.4129,9.285756,8.966927,9.943993386978372,9.040498893818562
6.097,9.328372,9.452142,9.683162809467182,9.279155261834166
8.2008,8.414873,8.268816,8.3025702578044,9.65082816901792
9.1578,9.010852,9.048866,9.867334566140379,7.9930136468226065
7.7422,9.483835,9.1273,9.239057358054273,8.844612989615008
8.297,9.014469,8.832537,9.06546495032244,9.150852745664844
9.3149,9.15912,9.554707,9.412487008185131,9.554112333406863
11.8223,9.571802,9.697104,9.618841842497806,9.710949727919733
12.7613,10.537379,10.148569,10.248903024104608,10.07801636253325
12.4791,10.958279,10.505588,10.157360727943251,10.674843384066186
10.4132,11.035851,11.313744,10.84517345523067,11.074351572914532
8.0442,10.658282,10.91519,10.863711327837585,11.605069302561894
9.2557,9.5575075,9.295406,10.312849132653675,10.303584122864413
9.0761,9.540455,9.393963,9.072696877148998,9.427526959998719
10.8507,9.059821,9.106858,8.972401429922522,8.898943969086446
8.3571,9.838907,9.947778,10.75050912296552,10.487056824764837
10.3028,8.809969,9.32652,9.59611318551128,9.202376438115405
9.2379,9.767518,10.24869,10.003024028041335,10.390245200700969
8.5209,9.552055,9.536938,9.43176957919689,9.80495603368684
8.4804,9.310007,8.986209,9.593527859571674,8.645751140144
7.6104,9.201538,9.210308,9.482557273983858,8.797523831413615
9.8924,8.85652,8.651137,9.122096909068379,8.671475542128395
10.7938,9.5300045,9.70899,9.37445939399912,10.1505158351699
9.7217,10.030742,9.841919,10.120193811482382,9.680256168598566
8.2974,9.890857,10.019251,9.81727254130349,9.926416091726454
8.7956,9.471529,9.465881,9.486735734553676,9.773195364770865
9.0785,9.380702,9.388641,9.729075987715417,9.178274954195343
7.6876,9.355162,9.040471,9.059741262845032,8.576998159989095
6.9506,8.850439,8.466999,8.765840573883617,8.292368932055984
9.9845,8.64146,8.548259,9.04039025210998,8.901831217566555
8.5113,9.595777,9.927021,9.78861419644615,10.378416436724589
